,semantic dissimilarity,generation number
0,0.40910498720735045,0.0
1,0.3743656411423077,1.0
2,0.4285596493678464,2.0
3,0.32629941785149147,3.0
4,0.3420989073682704,4.0
5,0.5611164278710298,5.0
6,0.42631897274027913,0.0
7,0.37845109718736447,1.0
8,0.41631595942096333,2.0
9,0.3365096847251402,3.0
10,0.33608426453427453,4.0
11,0.3927484238402038,5.0
12,0.3913679712672394,0.0
13,0.37106845821555823,1.0
14,0.45687952455149894,2.0
15,0.3784021852013939,3.0
16,0.3698635986619931,4.0
17,0.3876637068377406,5.0
18,0.39812167778074914,0.0
19,0.45334879865590333,1.0
20,0.43386043081361303,2.0
21,0.3864249194769042,3.0
22,0.41821313889704503,4.0
23,0.44902721786218547,5.0
24,0.3463746327613823,0.0
25,0.39549457753378015,1.0
26,0.47913563062884457,2.0
27,0.35874039554222453,3.0
28,0.3458948576493442,4.0
29,0.3931697132852259,5.0
30,0.38727343836391687,0.0
31,0.3304572724947726,1.0
32,0.37952758993200486,2.0
33,0.3309300644763836,3.0
34,0.3237625337381504,4.0
35,0.3584750871167212,5.0
36,0.42008178242251926,0.0
37,0.44725672790347376,1.0
38,0.3994081400989434,2.0
39,0.442229395343073,3.0
40,0.41098185194666137,4.0
41,0.39088372385065395,5.0
42,0.3331287440425886,0.0
43,0.35802267264951226,1.0
44,0.37647964386327454,2.0
45,0.528590238355651,3.0
46,0.3518091865001481,4.0
47,0.3390715288907518,5.0
48,0.4122686597418034,0.0
49,0.45783716650225337,1.0
50,0.4091946467532798,2.0
51,0.39896567067179584,3.0
52,0.41909344679216143,4.0
53,0.4359496420706891,5.0
54,0.3395746761805988,0.0
55,0.3725989146396362,1.0
56,0.3846046069300699,2.0
57,0.45768317447931695,3.0
58,0.43651414765616886,4.0
59,0.4054437514976504,5.0
60,0.4144534430331459,0.0
61,0.38379998352177763,1.0
62,0.43054082448725106,2.0
63,0.3994712510293962,3.0
64,0.4331889470812829,4.0
65,0.44225390420343735,5.0
66,0.3662344522849253,0.0
67,0.38592969704191876,1.0
68,0.3875279420884178,2.0
69,0.4002360570653831,3.0
70,0.48269913227306166,4.0
71,0.39961803767963716,5.0
72,0.37388984065780473,0.0
73,0.3708459776878387,1.0
74,0.3612644284978516,2.0
75,0.4446460685312793,3.0
76,0.415448025644153,4.0
77,0.35283385676209605,5.0
78,0.37822433704557223,0.0
79,0.4510116224965583,1.0
80,0.43242356273372223,2.0
81,0.34785601890425755,3.0
82,0.4186147786215393,4.0
83,0.4918725115975792,5.0
84,0.4028347698880963,0.0
85,0.4184783681747748,1.0
86,0.4462917177395313,2.0
87,0.41326722311627323,3.0
88,0.3646529011124979,4.0
89,0.34222316875267456,5.0
90,0.3854139471351002,0.0
91,0.37143258142984215,1.0
92,0.41104790019504756,2.0
93,0.39084234048585176,3.0
94,0.41972867203011727,4.0
95,0.441988346509599,5.0
96,0.4069225289982252,0.0
97,0.42006651870136874,1.0
98,0.34957808304066557,2.0
99,0.434630814327488,3.0
100,0.4234173696456546,4.0
101,0.44505743883704124,5.0
102,0.46100085182192,0.0
103,0.37533081333243756,1.0
104,0.35310274975022427,2.0
105,0.3916492859023598,3.0
106,0.40008277512928886,4.0
107,0.45512168937208625,5.0
108,0.396604111334035,0.0
109,0.3675153915133822,1.0
110,0.40698037247117674,2.0
111,0.3777923324500145,3.0
112,0.38791217207822387,4.0
113,0.39884450995866644,5.0
114,0.40758383589862823,0.0
115,0.3216882210871941,1.0
116,0.4312711697125686,2.0
117,0.41468204558963323,3.0
118,0.33779622286084776,4.0
119,0.37391329991497385,5.0
120,0.43334765884483994,0.0
121,0.4406995849285547,1.0
122,0.46322283748582865,2.0
123,0.4431343617672581,3.0
124,0.3632017723375214,4.0
125,0.38441194513818977,5.0
126,0.433244814324712,0.0
127,0.37478934626872584,1.0
128,0.3859138766528267,2.0
129,0.3691868008675343,3.0
130,0.47001479202644597,4.0
131,0.428469416770949,5.0
132,0.4466447928488665,0.0
133,0.3884060305209285,1.0
134,0.3949527913921141,2.0
135,0.3630363615785413,3.0
136,0.3417170793989773,4.0
137,0.38931679228840266,5.0
138,0.3391856670631733,0.0
139,0.4158221461867693,1.0
140,0.358158183862813,2.0
141,0.35501907202576133,3.0
142,0.40010966395021624,4.0
143,0.3947022643150872,5.0
144,0.4277566371374247,0.0
145,0.3847279446234899,1.0
146,0.3280580625624776,2.0
147,0.3823137936392786,3.0
148,0.3671173225559811,4.0
149,0.39061197671840747,5.0
150,0.3813004339487569,0.0
151,0.47253484207346785,1.0
152,0.3870823631574162,2.0
153,0.44532436597361086,3.0
154,0.4369531555462336,4.0
155,0.33041529698945316,5.0
156,0.37291702513874325,0.0
157,0.4764007052829329,1.0
158,0.3981684183653891,2.0
159,0.4550124801671069,3.0
160,0.4023031704704265,4.0
161,0.3940994508356182,5.0
162,0.4302230125184897,0.0
163,0.3544076304953261,1.0
164,0.3804379435234843,2.0
165,0.3814525246243907,3.0
166,0.3797615509732263,4.0
167,0.42017089103134714,5.0
168,0.46449695861293533,0.0
169,0.4120269960433109,1.0
170,0.3692755737833926,2.0
171,0.49545530121829723,3.0
172,0.5061736718431524,4.0
173,0.3808824531813905,5.0
174,0.366868375646162,0.0
175,0.40177152050284637,1.0
176,0.3730482561746418,2.0
177,0.4263256549878736,3.0
178,0.40390756387454263,4.0
179,0.3691237044930853,5.0
180,0.37903777898140767,0.0
181,0.5485090975535971,1.0
182,0.35786445413289336,2.0
183,0.4025362891880469,3.0
184,0.4084203070815472,4.0
185,0.38602709586731554,5.0
186,0.3785654424318703,0.0
187,0.39461130761123686,1.0
188,0.35129167259182803,2.0
189,0.32903361564094374,3.0
190,0.41787912399407234,4.0
191,0.4240327310703994,5.0
192,0.4001808731959117,0.0
193,0.4092139215645683,1.0
194,0.38531749877887983,2.0
195,0.46978704731016335,3.0
196,0.4120685980204641,4.0
197,0.3938889640877646,5.0
198,0.45159246419941135,0.0
199,0.37960596856435164,1.0
200,0.4047778680604331,2.0
201,0.4137690084456406,3.0
202,0.49565480081231666,4.0
203,0.3990810218533311,5.0
204,0.36770025679247315,0.0
205,0.3866020388528538,1.0
206,0.43973050730857854,2.0
207,0.4008219949204408,3.0
208,0.42019915487021897,4.0
209,0.3804037435125733,5.0
210,0.3845270392846398,0.0
211,0.40557189160966167,1.0
212,0.446761039695236,2.0
213,0.4050598040161805,3.0
214,0.41237830724169766,4.0
215,0.43011880850401946,5.0
216,0.4478528056443464,0.0
217,0.40831622514235655,1.0
218,0.3852581278467535,2.0
219,0.38716988382242157,3.0
220,0.4001611757670318,4.0
221,0.5542818154956548,5.0
222,0.41844641176894865,0.0
223,0.3448691150273216,1.0
224,0.37459656599104135,2.0
225,0.46163787185305893,3.0
226,0.4065894518508266,4.0
227,0.38965883161526266,5.0
228,0.37814293848908104,0.0
229,0.39718723145467677,1.0
230,0.40754173697854124,2.0
231,0.39894385421040995,3.0
232,0.3499842038822582,4.0
233,0.42866160023422556,5.0
234,0.3947943148364141,0.0
235,0.5069277166824975,1.0
236,0.48235340287763817,2.0
237,0.3647558882540704,3.0
238,0.4314810724104966,4.0
239,0.3822724138372045,5.0
240,0.4031628369833744,0.0
241,0.42847564656979675,1.0
242,0.33244486410505786,2.0
243,0.3842797480150338,3.0
244,0.4550852703851201,4.0
245,0.40393116424966974,5.0
246,0.4268588896236049,0.0
247,0.4058876212201376,1.0
248,0.38085679922520693,2.0
249,0.4017235367723376,3.0
250,0.3948496287783146,4.0
251,0.4833767690045077,5.0
252,0.3369615963259415,0.0
253,0.45734747623586075,1.0
254,0.4250918897456738,2.0
255,0.39785345631638025,3.0
256,0.4244606756459227,4.0
257,0.4404076950850403,5.0
258,0.41378422522971386,0.0
259,0.534742444177778,1.0
260,0.42180312795047603,2.0
261,0.41219997288342997,3.0
262,0.4459072224001204,4.0
263,0.4200593696011794,5.0
264,0.3984832275046621,0.0
265,0.3536691298712783,1.0
266,0.40220363076603416,2.0
267,0.40561988849066294,3.0
268,0.40206223472621566,4.0
269,0.37607606575412794,5.0
270,0.3815342206995513,0.0
271,0.43301007782967876,1.0
272,0.38504602806216676,2.0
273,0.35691379540694457,3.0
274,0.3679133725788005,4.0
275,0.3922766320234016,5.0
276,0.4061544220223157,0.0
277,0.42174076761854074,1.0
278,0.43808297946050484,2.0
279,0.36608982781986815,3.0
280,0.4171646485226101,4.0
281,0.4357919506750481,5.0
282,0.3882074042826083,0.0
283,0.42731048091298723,1.0
284,0.41681080346814997,2.0
285,0.3945256975523699,3.0
286,0.4958698317742487,4.0
287,0.36671159301312795,5.0
288,0.3614882569257629,0.0
289,0.41812362540985065,1.0
290,0.40216565938097115,2.0
291,0.38782053400070987,3.0
292,0.38337461509150583,4.0
293,0.3731149113190307,5.0
294,0.4145124939014375,0.0
295,0.3162189152619333,1.0
296,0.41333269079902774,2.0
297,0.428209058774783,3.0
298,0.4028102090504476,4.0
299,0.4308322653133489,5.0
300,0.43034654189300003,0.0
301,0.40142756851494377,1.0
302,0.40429610120699094,2.0
303,0.3239942548718991,3.0
304,0.41545436511561373,4.0
305,0.3754248501070525,5.0
306,0.4669712782960477,0.0
307,0.36907639535580217,1.0
308,0.4443931259021296,2.0
309,0.3955429150764128,3.0
310,0.37714256564597554,4.0
311,0.3812911889071191,5.0
312,0.4197699265478453,0.0
313,0.38075934611501594,1.0
314,0.3725069688753186,2.0
315,0.3908776707468078,3.0
316,0.3880814495363263,4.0
317,0.37618338502466564,5.0
318,0.37946535151532296,0.0
319,0.3852071908719776,1.0
320,0.40568388362023355,2.0
321,0.405131653304828,3.0
322,0.37281163525581856,4.0
323,0.4010315206473899,5.0
324,0.385761399063357,0.0
325,0.3687842246166188,1.0
326,0.4325938252064153,2.0
327,0.42431721570834063,3.0
328,0.37707536082602156,4.0
329,0.4094943858714755,5.0
330,0.3756249045700043,0.0
331,0.41011399826739686,1.0
332,0.38135931139551704,2.0
333,0.43777515754110335,3.0
334,0.35866800110853386,4.0
335,0.46452129176793944,5.0
336,0.3827678115225253,0.0
337,0.37589340057208287,1.0
338,0.4362720052174594,2.0
339,0.37021823305346985,3.0
340,0.432965455461213,4.0
341,0.35712860857176265,5.0
342,0.35681478092187224,0.0
343,0.3902363837987899,1.0
344,0.43166038977246673,2.0
345,0.3701664312750711,3.0
346,0.3783711245259451,4.0
347,0.4985060603974368,5.0
348,0.5090915938509528,0.0
349,0.4057655951584956,1.0
350,0.36368682956402004,2.0
351,0.35429092553117886,3.0
352,0.3366163253236735,4.0
353,0.3877186646324457,5.0
354,0.36089344762139247,0.0
355,0.4130321223377252,1.0
356,0.5290450628722287,2.0
357,0.39825948725593685,3.0
358,0.405229789781256,4.0
359,0.39584677779093247,5.0
360,0.40775283184118893,0.0
361,0.32002464090114796,1.0
362,0.4500912385699681,2.0
363,0.4364016119622623,3.0
364,0.38871454485788254,4.0
365,0.4049791222629263,5.0
366,0.40383097129594847,0.0
367,0.39574908284780685,1.0
368,0.43299051249742987,2.0
369,0.40360885833645893,3.0
370,0.45970924436002725,4.0
371,0.4736823410463496,5.0
372,0.3850105606206658,0.0
373,0.43883537532356104,1.0
374,0.46665854824349934,2.0
375,0.3628627899368392,3.0
376,0.44417087830545604,4.0
377,0.49035952593892124,5.0
378,0.35738165475811684,0.0
379,0.3392912470954889,1.0
380,0.38834104678233916,2.0
381,0.43587647089750275,3.0
382,0.3817818341169713,4.0
383,0.4043270705735069,5.0
384,0.3602633859550283,0.0
385,0.4020161022427268,1.0
386,0.3367248218247355,2.0
387,0.43686436498785314,3.0
388,0.5066158189368385,4.0
389,0.36092539658296846,5.0
390,0.505397853113269,0.0
391,0.41674081601611035,1.0
392,0.45823464710009937,2.0
393,0.34278446469769663,3.0
394,0.3972919101550123,4.0
395,0.3713507710930681,5.0
396,0.5504097471618842,0.0
397,0.4096599086980993,1.0
398,0.34590517230140094,2.0
399,0.40451028634044395,3.0
400,0.4710580329521616,4.0
401,0.42976076511499256,5.0
402,0.44185457949866935,0.0
403,0.4087735661605087,1.0
404,0.4037654085303933,2.0
405,0.4309452404027223,3.0
406,0.38282026330375035,4.0
407,0.4204384593606553,5.0
408,0.3952890220041182,0.0
409,0.4382799822641111,1.0
410,0.4279926118480689,2.0
411,0.41899160816777997,3.0
412,0.37954512375926286,4.0
413,0.49513326968582955,5.0
414,0.4469536298428227,0.0
415,0.4498941801573245,1.0
416,0.46718007925806543,2.0
417,0.35986980197541324,3.0
418,0.39891400210425065,4.0
419,0.4439966555029649,5.0
420,0.432112791711047,0.0
421,0.5004947385883954,1.0
422,0.40644754050519954,2.0
423,0.4044488353821065,3.0
424,0.39901880552866903,4.0
425,0.40237872585441664,5.0
426,0.45423286378606587,0.0
427,0.4498392677952022,1.0
428,0.41517424574844725,2.0
429,0.3404225756585703,3.0
430,0.44654730994501785,4.0
431,0.4465084199497332,5.0
432,0.41249684183443636,0.0
433,0.3730349962142173,1.0
434,0.5182331653474028,2.0
435,0.43236919667964124,3.0
436,0.43052502854914987,4.0
437,0.4331503160783068,5.0
438,0.418374922536542,0.0
439,0.42693765401875966,1.0
440,0.39038501649671004,2.0
441,0.37013489442421543,3.0
442,0.3897631427767844,4.0
443,0.440319149747827,5.0
444,0.4392305936115107,0.0
445,0.4668288214355385,1.0
446,0.4824333697043028,2.0
447,0.3661509960120752,3.0
448,0.40906364412486995,4.0
449,0.33237397107073613,5.0
450,0.4288984600124813,0.0
451,0.42193654952090887,1.0
452,0.4946472319137296,2.0
453,0.4856745654054521,3.0
454,0.39770943046398627,4.0
455,0.3396387714428263,5.0
456,0.3941634188352798,0.0
457,0.4046274259020917,1.0
458,0.49489343595292357,2.0
459,0.3833476686877593,3.0
460,0.35506149483791727,4.0
461,0.44332585951668846,5.0
462,0.3631853498552663,0.0
463,0.4109210709329266,1.0
464,0.44048550748988663,2.0
465,0.41894465251608975,3.0
466,0.35344253743215354,4.0
467,0.3735888406151123,5.0
468,0.4250356975678658,0.0
469,0.3958106892843271,1.0
470,0.3731359628607428,2.0
471,0.4542589798003468,3.0
472,0.4296721621260964,4.0
473,0.42904713281000256,5.0
474,0.4554563599465661,0.0
475,0.37236703654468245,1.0
476,0.380900908587605,2.0
477,0.4073622221012806,3.0
478,0.40769544625349446,4.0
479,0.3941575469161272,5.0
480,0.3831633106912118,0.0
481,0.4861929510906844,1.0
482,0.4842296755662968,2.0
483,0.413426314289101,3.0
484,0.42835820104063344,4.0
485,0.3623236392894997,5.0
486,0.3832292973599812,0.0
487,0.3404714043930951,1.0
488,0.3617151050079685,2.0
489,0.3912663961632805,3.0
490,0.4641532731327601,4.0
491,0.42555628234275833,5.0
492,0.4108135522500054,0.0
493,0.4179297123285045,1.0
494,0.41597413808110206,2.0
495,0.4188573502838973,3.0
496,0.3902635309413409,4.0
497,0.364273118240853,5.0
498,0.4044320725699937,0.0
499,0.40128901377480836,1.0
500,0.42650672638407955,2.0
501,0.40230891977127087,3.0
502,0.5074020532706336,4.0
503,0.3753703046823239,5.0
504,0.4674068019263587,0.0
505,0.40426514968528754,1.0
506,0.3889722547146419,2.0
507,0.41749194501626896,3.0
508,0.4448868997877841,4.0
509,0.3792959287090022,5.0
510,0.46980628372524563,0.0
511,0.41383074291193084,1.0
512,0.42145332411418185,2.0
513,0.41416463389281666,3.0
514,0.33460925934396635,4.0
515,0.43335456855364546,5.0
516,0.4100400615181741,0.0
517,0.3809953548222267,1.0
518,0.4589093456735098,2.0
519,0.5061015629541148,3.0
520,0.42546132431166134,4.0
521,0.41172510895491404,5.0
522,0.49141186969753936,0.0
523,0.46016491470944787,1.0
524,0.4299236446662123,2.0
525,0.34979561607492454,3.0
526,0.4190948239666819,4.0
527,0.38550381837792264,5.0
528,0.40657143813361435,0.0
529,0.45287679898591443,1.0
530,0.5292221189193933,2.0
531,0.37880497921138484,3.0
532,0.42080639201361353,4.0
533,0.40993018935657677,5.0
534,0.455637457375403,0.0
535,0.3624147190937386,1.0
536,0.4194886933981854,2.0
537,0.47546696358231294,3.0
538,0.3923133628520825,4.0
539,0.44895135820700377,5.0
540,0.4306565633025255,0.0
541,0.4135851781223975,1.0
542,0.43851247234314,2.0
543,0.3991415787552947,3.0
544,0.48257432394713495,4.0
545,0.4452071215231958,5.0
546,0.36133912900519183,0.0
547,0.42695189954142526,1.0
548,0.4173143943606695,2.0
549,0.3969327242095673,3.0
550,0.46413318831116684,4.0
551,0.4437848955606401,5.0
552,0.3821068139535609,0.0
553,0.40219943574765643,1.0
554,0.38315878089893,2.0
555,0.450380281829461,3.0
556,0.45660565368363926,4.0
557,0.4705112809876401,5.0
558,0.37083847113976903,0.0
559,0.43396424211641027,1.0
560,0.4152525563596188,2.0
561,0.4216725234176916,3.0
562,0.4616655646848044,4.0
563,0.4159245685274945,5.0
564,0.5292271565810946,0.0
565,0.4299852291008204,1.0
566,0.42148678004763784,2.0
567,0.37755304540806867,3.0
568,0.3761835584694084,4.0
569,0.39949043758081487,5.0
570,0.54146297858149,0.0
571,0.4481664494113281,1.0
572,0.36326789030982776,2.0
573,0.41569940689054863,3.0
574,0.4199654588563009,4.0
575,0.4186973979982529,5.0
576,0.47412113142433154,0.0
577,0.39562101352743145,1.0
578,0.42225456002117046,2.0
579,0.4652049944056518,3.0
580,0.4033367558139892,4.0
581,0.4184380243956399,5.0
582,0.3909670495185387,0.0
583,0.43310305753276923,1.0
584,0.4333254604523848,2.0
585,0.46240158069472737,3.0
586,0.4061968524264421,4.0
587,0.4768960771188665,5.0
588,0.4564983180060309,0.0
589,0.4585892911461592,1.0
590,0.4684581041936634,2.0
591,0.4016029051479292,3.0
592,0.3384659786676228,4.0
593,0.4383127772779136,5.0
594,0.43623447351753997,0.0
595,0.4618064908697545,1.0
596,0.3770209356086032,2.0
597,0.4161257605916835,3.0
598,0.4136874213075038,4.0
599,0.4033019967169553,5.0
600,0.4722500299433734,0.0
601,0.41403779059296086,1.0
602,0.4107953891447342,2.0
603,0.3794354965778899,3.0
604,0.41688056441188964,4.0
605,0.4120864838228264,5.0
606,0.44828198889563814,0.0
607,0.4307609804308237,1.0
608,0.49399208965086794,2.0
609,0.4639502573317386,3.0
610,0.41718927517347987,4.0
611,0.4405513780313492,5.0
612,0.4218563233345789,0.0
613,0.41661893929385135,1.0
614,0.4147093454650893,2.0
615,0.39607133377534265,3.0
616,0.40425545285388764,4.0
617,0.4531667850313417,5.0
618,0.42984633863007365,0.0
619,0.428694290744968,1.0
620,0.4651090706975164,2.0
621,0.4020229618786677,3.0
622,0.3772344097233973,4.0
623,0.38746518926661067,5.0
624,0.4156462543684278,0.0
625,0.4124162801269176,1.0
626,0.4334533717556277,2.0
627,0.4288428507605593,3.0
628,0.38531734366179027,4.0
629,0.3556938147733603,5.0
630,0.34446176999188105,0.0
631,0.38894010157574505,1.0
632,0.439719160508068,2.0
633,0.39803601735886096,3.0
634,0.4138748957763611,4.0
635,0.4884957503534149,5.0
636,0.34054241427500437,0.0
637,0.4002607366814204,1.0
638,0.4240051208525951,2.0
639,0.4222423194992332,3.0
640,0.40914439173819384,4.0
641,0.43181889980823335,5.0
642,0.3943401592840285,0.0
643,0.4182362924333432,1.0
644,0.42723874219706964,2.0
645,0.44841419781383063,3.0
646,0.49285652640190597,4.0
647,0.4508369048826256,5.0
648,0.4738428021774875,0.0
649,0.3933369355650375,1.0
650,0.42523552152926297,2.0
651,0.4153942037820298,3.0
652,0.3804951379155999,4.0
653,0.3511124403989428,5.0
654,0.42257084529836925,0.0
655,0.4799280964834648,1.0
656,0.46980457965836336,2.0
657,0.4022900149218436,3.0
658,0.4077549849659021,4.0
659,0.36814999004653043,5.0
660,0.43582522634103243,0.0
661,0.36629369977704257,1.0
662,0.4305843071850188,2.0
663,0.4386632359205642,3.0
664,0.4548605141870241,4.0
665,0.3561200736601076,5.0
666,0.4103463293441431,0.0
667,0.38672293301006555,1.0
668,0.3967557778147497,2.0
669,0.44781034197594566,3.0
670,0.3832361242091498,4.0
671,0.4016583133362644,5.0
672,0.43078488796900477,0.0
673,0.42770386209729205,1.0
674,0.4225106056132573,2.0
675,0.4173012186543575,3.0
676,0.4898446933761236,4.0
677,0.3748405863518403,5.0
678,0.45895044863012546,0.0
679,0.37768466160257974,1.0
680,0.4512179935873641,2.0
681,0.4410317435197424,3.0
682,0.4389619135664486,4.0
683,0.3895069686656648,5.0
684,0.47899779516699,0.0
685,0.40800341115520844,1.0
686,0.4073827754608181,2.0
687,0.38578900591487797,3.0
688,0.3842849692674584,4.0
689,0.4432914319789147,5.0
690,0.43438220452195386,0.0
691,0.34997216361626904,1.0
692,0.40436732826404687,2.0
693,0.47042819719425466,3.0
694,0.41894245401220764,4.0
695,0.4215542476823347,5.0
696,0.48114515073570047,0.0
697,0.508556391949013,1.0
698,0.3903043419986698,2.0
699,0.3680853234133174,3.0
700,0.41328805520719114,4.0
701,0.3496834517821434,5.0
702,0.31876063872572213,0.0
703,0.5851037647296613,1.0
704,0.3868363859111901,2.0
705,0.4152202120211884,3.0
706,0.35746233041851505,4.0
707,0.3486569756646148,5.0
708,0.3319184159605764,0.0
709,0.38385896850589785,1.0
710,0.2979758576138361,2.0
711,0.3559122042179854,3.0
712,0.3809826535462618,4.0
713,0.33230142000239515,5.0
714,0.3476160385232162,0.0
715,0.37524920034039877,1.0
716,0.34510366648453805,2.0
717,0.4392567220798433,3.0
718,0.4052022333105453,4.0
719,0.3329851221689842,5.0
720,0.433414183820027,0.0
721,0.37808521390552113,1.0
722,0.32425780833865564,2.0
723,0.38248467145655596,3.0
724,0.4408003216814617,4.0
725,0.32920127217049594,5.0
726,0.3113876562883823,0.0
727,0.38688554279917625,1.0
728,0.35554919791255307,2.0
729,0.35088998005024774,3.0
730,0.32956547580062767,4.0
731,0.3682947533025825,5.0
732,0.28251917678378213,0.0
733,0.3298566972659744,1.0
734,0.40238235941621714,2.0
735,0.4101325844031442,3.0
736,0.33378524607383364,4.0
737,0.4310947853564865,5.0
738,0.3937050160202656,0.0
739,0.3638231698681594,1.0
740,0.35368453707348685,2.0
741,0.3461525848633361,3.0
742,0.3676247569280873,4.0
743,0.5526408752036047,5.0
744,0.33275402014812283,0.0
745,0.29786377022680166,1.0
746,0.36627601553279565,2.0
747,0.4146092160673005,3.0
748,0.3620500218454033,4.0
749,0.3741099677402452,5.0
750,0.33703411936106786,0.0
751,0.40689166209396366,1.0
752,0.3473554445981741,2.0
753,0.35220511169514573,3.0
754,0.35612736762007274,4.0
755,0.40212985967596815,5.0
756,0.3493089643107129,0.0
757,0.419604038474217,1.0
758,0.3919885913537891,2.0
759,0.37150836972399903,3.0
760,0.37402815546447044,4.0
761,0.3744833550399863,5.0
762,0.3936030662410148,0.0
763,0.4465771728147367,1.0
764,0.3342117823843546,2.0
765,0.3574427657758992,3.0
766,0.3633653093982481,4.0
767,0.33715272205112606,5.0
768,0.4906739082823509,0.0
769,0.3696077069101911,1.0
770,0.30030786300391926,2.0
771,0.33097772390907154,3.0
772,0.3210622949002586,4.0
773,0.4894382935088624,5.0
774,0.38520668735697056,0.0
775,0.3781146226675458,1.0
776,0.34563527565008395,2.0
777,0.4049266944463542,3.0
778,0.38482482168428445,4.0
779,0.3521342517471436,5.0
