,sentiment,generation number
0,0.8172516822814941,0.0
1,0.782798707485199,0.0
2,0.9638624787330627,0.0
3,0.9102303981781006,0.0
4,0.5022855997085571,0.0
5,0.2836807072162628,0.0
6,0.9119654297828674,0.0
7,0.755181074142456,0.0
8,0.6578018069267273,0.0
9,0.7818958759307861,0.0
10,0.21063277125358582,1.0
11,0.5004083514213562,1.0
12,0.4037993550300598,1.0
13,0.8654087781906128,1.0
14,0.8132355809211731,1.0
15,0.7729133367538452,1.0
16,0.28086885809898376,1.0
17,0.8050284385681152,1.0
18,0.9362798929214478,1.0
19,0.10594885051250458,1.0
20,0.7840981483459473,2.0
21,0.6028438210487366,2.0
22,0.5105429887771606,2.0
23,0.9091128706932068,2.0
24,0.4200664460659027,2.0
25,0.4477027654647827,2.0
26,0.6727360486984253,2.0
27,0.25682225823402405,2.0
28,0.7275376319885254,2.0
29,0.7575234770774841,2.0
30,0.7013780474662781,3.0
31,0.7644071578979492,3.0
32,0.6776099801063538,3.0
33,0.46879369020462036,3.0
34,0.44450536370277405,3.0
35,0.7389085292816162,3.0
36,0.7365466356277466,3.0
37,0.2646506428718567,3.0
38,0.8762578368186951,3.0
39,0.39812925457954407,3.0
40,0.6691160798072815,4.0
41,0.3792128562927246,4.0
42,0.7937136292457581,4.0
43,0.53827965259552,4.0
44,0.9495784044265747,4.0
45,0.6447874903678894,4.0
46,0.30518293380737305,4.0
47,0.70648592710495,4.0
48,0.9489583969116211,4.0
49,0.4904174506664276,4.0
50,0.9099029302597046,5.0
51,0.3798433244228363,5.0
52,0.9725181460380554,5.0
53,0.4060431122779846,5.0
54,0.5162255167961121,5.0
55,0.6687718629837036,5.0
56,0.34944167733192444,5.0
57,0.4598158299922943,5.0
58,0.9517746567726135,5.0
59,0.3644164204597473,5.0
60,0.39337942004203796,0.0
61,0.8576083779335022,0.0
62,0.7738882303237915,0.0
63,0.03025570511817932,0.0
64,0.017481278628110886,0.0
65,0.7017582058906555,0.0
66,0.11831379681825638,0.0
67,0.6895102858543396,0.0
68,0.34922826290130615,0.0
69,0.6807116866111755,0.0
70,0.3335072696208954,1.0
71,0.39443299174308777,1.0
72,0.5262196063995361,1.0
73,0.7014898657798767,1.0
74,0.6329114437103271,1.0
75,0.24592100083827972,1.0
76,0.7229158878326416,1.0
77,0.9117253422737122,1.0
78,0.5429164171218872,1.0
79,0.8259226679801941,1.0
80,0.278694748878479,2.0
81,0.6283054351806641,2.0
82,0.9747779965400696,2.0
83,0.00422233110293746,2.0
84,0.9041242599487305,2.0
85,0.7828618288040161,2.0
86,0.1380048543214798,2.0
87,0.8301041722297668,2.0
88,0.7117026448249817,2.0
89,0.24422495067119598,2.0
90,0.27205976843833923,3.0
91,0.49863722920417786,3.0
92,0.95402592420578,3.0
93,0.8698366284370422,3.0
94,0.7969375252723694,3.0
95,0.27582406997680664,3.0
96,0.5832353234291077,3.0
97,0.6175337433815002,3.0
98,0.7570280432701111,3.0
99,0.223829448223114,3.0
100,0.5269737243652344,4.0
