,Exploration,Generation Number
558,1698.9246892590902,1.0
559,1564.3779633979866,2.0
560,1687.0119277835026,3.0
561,1585.4215803828795,4.0
562,1663.2003868478832,5.0
563,1749.0597805026357,6.0
564,427.7867467596263,1.0
565,401.7381013508387,2.0
566,414.3269140773999,3.0
567,383.9356112995727,4.0
568,408.0145593923813,5.0
569,377.4119894258854,6.0
570,383.5898140044726,1.0
571,386.99376206993765,2.0
572,426.17753648022955,3.0
573,425.6474245012486,4.0
574,412.32355804228945,5.0
575,394.91148667186826,6.0
576,355.74446354468444,1.0
577,384.8707925402347,2.0
578,375.04958033590856,3.0
579,388.23774578931864,4.0
580,374.48352435916007,5.0
581,352.68829728779355,6.0
582,440.0026067973659,1.0
583,399.9418025480769,2.0
584,377.46170042848627,3.0
585,419.0301236077068,4.0
586,420.58040968044355,5.0
587,409.39433695011553,6.0
588,1738.8648771312874,1.0
589,1713.078258877309,2.0
590,1624.1178068401289,3.0
591,1690.2380361665291,4.0
592,1790.8196764949503,5.0
593,1633.0178487019598,6.0
594,401.9346851555243,1.0
595,391.48853301924765,2.0
596,422.95987998913273,3.0
597,428.62805090872126,4.0
598,411.43296190966237,5.0
599,432.26208858097374,6.0
600,383.1110418821455,1.0
601,389.35070835298006,2.0
602,382.2416739670093,3.0
603,370.24346899887416,4.0
604,368.57003835229597,5.0
605,375.0556909574274,6.0
606,419.9938263761626,1.0
607,367.68401268177456,2.0
608,407.61164994129797,3.0
609,406.7217654611503,4.0
610,396.1967518817137,5.0
611,370.26150639690644,6.0
612,445.0488261204629,1.0
613,410.2408270480758,2.0
614,433.0645631735208,3.0
615,426.08245216359495,4.0
616,432.8505051288833,5.0
617,416.3375952900824,6.0
618,414.58263122437194,1.0
619,383.96961741698135,2.0
620,394.63350023968655,3.0
621,397.57393879298405,4.0
622,396.1880780619819,5.0
623,415.23364008474744,6.0
624,379.5979779082734,1.0
625,390.48384613996325,2.0
626,406.8071706349091,3.0
627,399.72133759444455,4.0
628,370.8081598686163,5.0
629,386.97743239029336,6.0
630,425.71708370628863,1.0
631,409.7679513813666,2.0
632,403.60105233466464,3.0
633,376.20503243552895,4.0
634,402.23565375123553,5.0
635,421.7243250000297,6.0
636,396.0228672358406,1.0
637,370.7393776533937,2.0
638,393.34731794003295,3.0
639,417.0553273320113,4.0
640,435.39879339245203,5.0
641,433.994412760272,6.0
642,420.46003498944975,1.0
643,440.74583337303886,2.0
644,411.9689757070401,3.0
645,446.09419875055806,4.0
646,432.5820604360646,5.0
647,441.3803550319052,6.0
648,405.5621475120956,1.0
649,403.62897783530593,2.0
650,382.0210734816614,3.0
651,412.31082160957374,4.0
652,386.06537946917155,5.0
653,354.45467557404777,6.0
654,395.1935378327885,1.0
655,393.32848979951115,2.0
656,307.99723270917644,3.0
657,183.3069990775399,4.0
658,87.8425986079819,5.0
659,10.363534166453054,6.0
660,459.3487317745253,1.0
661,442.8798557571421,2.0
662,443.7996209507163,3.0
663,449.6539322031567,4.0
664,443.0330301561854,5.0
665,447.0744413537638,6.0
666,341.8399112924042,1.0
667,328.12752425990357,2.0
668,356.5140447398839,3.0
669,365.8185846620995,4.0
670,325.241403471844,5.0
671,372.8492275935643,6.0
672,430.49924640713266,1.0
673,399.68973405025434,2.0
674,410.5129053868959,3.0
675,407.66252386543994,4.0
676,412.35098301483777,5.0
677,390.1128763771164,6.0
678,372.9134154464868,1.0
679,384.47226843405167,2.0
680,374.2589900097613,3.0
681,379.21869469353675,4.0
682,358.2517324650306,5.0
683,358.9012097082685,6.0
684,398.8788868752014,1.0
685,352.1099927157515,2.0
686,342.92943112205654,3.0
687,361.9718801983947,4.0
688,370.8001614873844,5.0
689,378.9122358569551,6.0
690,396.8016632161146,1.0
691,404.9220494977587,2.0
692,414.6662351318473,3.0
693,408.31060281803315,4.0
694,405.91863090768527,5.0
695,408.6248521162188,6.0
696,379.6497527026212,1.0
697,392.0250116377155,2.0
698,385.7063177299037,3.0
699,367.2405254686597,4.0
700,372.98421368364933,5.0
701,372.9406938069015,6.0
702,395.56321475604375,1.0
703,388.4201294197545,2.0
704,421.5247741794253,3.0
705,392.53629594030207,4.0
706,366.14892170308315,5.0
707,376.6240303748758,6.0
708,406.0714365367397,1.0
709,399.86161955922074,2.0
710,392.27734439867646,3.0
711,404.1265901203541,4.0
712,419.86718652513923,5.0
713,413.44458587104737,6.0
714,375.6130112156929,1.0
715,399.54038696434674,2.0
716,391.8048077143832,3.0
717,387.0514549538431,4.0
718,371.8112476115959,5.0
719,420.664070357396,6.0
720,395.37821762925876,1.0
721,375.0543223766905,2.0
722,360.4309239091793,3.0
723,365.53868530382067,4.0
724,362.84629286669934,5.0
725,326.3473412113933,6.0
726,385.63831694491273,1.0
727,367.5206785767274,2.0
728,381.3350216451983,3.0
729,406.4735603889482,4.0
730,377.87427941902115,5.0
731,360.8392282722184,6.0
732,418.6359958951682,1.0
733,391.4911763748106,2.0
734,409.0613768628602,3.0
735,414.9142741232031,4.0
736,419.07743133074854,5.0
737,426.4567523321001,6.0
738,390.7747447852236,1.0
739,378.0249659403947,2.0
740,366.55365289617066,3.0
741,375.71000940084633,4.0
742,409.0882713831261,5.0
743,413.30667383084915,6.0
744,372.41442384465694,1.0
745,351.5783025658179,2.0
746,384.6637730016035,3.0
747,355.3902208623414,4.0
748,339.0701813760768,5.0
749,376.1866896272826,6.0
750,335.93322853500337,1.0
751,361.0476900377408,2.0
752,360.03547733999415,3.0
753,332.25932000829323,4.0
754,345.859940763776,5.0
755,338.45034507807,6.0
756,374.7437218912137,1.0
757,371.11647058047276,2.0
758,373.2992139533563,3.0
759,365.91566082244856,4.0
760,402.6959031536422,5.0
761,397.66757477378104,6.0
762,373.0298550884557,1.0
763,371.7355947969461,2.0
764,368.1031038248011,3.0
765,395.55301732112054,4.0
766,360.2352175691676,5.0
767,364.7301406900855,6.0
768,426.09386755771186,1.0
769,425.03536666289614,2.0
770,422.9200623361665,3.0
771,451.0148855365871,4.0
772,443.8895828093207,5.0
773,400.4195152739178,6.0
774,368.1361055414811,1.0
775,390.42657381657455,2.0
776,358.9542510094699,3.0
777,380.1790879075518,4.0
778,397.65996592038016,5.0
779,357.3674304062118,6.0
780,338.32855915652533,1.0
781,347.98109338843835,2.0
782,401.7174013448767,3.0
783,372.9852671024673,4.0
784,360.1131950510432,5.0
785,398.70576864493864,6.0
786,425.13117075230895,1.0
787,445.54574884157824,2.0
788,378.01937963316755,3.0
789,426.71871994799324,4.0
790,423.95572842377646,5.0
791,411.65807281523087,6.0
792,408.2997995305515,1.0
793,434.8664453721078,2.0
794,427.57039879417107,3.0
795,418.7974046113191,4.0
796,380.6804011983565,5.0
797,401.6788543120836,6.0
798,425.71615909341904,1.0
799,397.5507140832057,2.0
800,412.9088591852367,3.0
801,428.8647019279763,4.0
802,445.2101146801495,5.0
803,329.2763812325942,6.0
804,392.83836503101816,1.0
805,361.0332000516507,2.0
806,417.58591694510443,3.0
807,431.09224368532864,4.0
808,412.6117096752864,5.0
809,410.53139902193357,6.0
810,433.3228517627144,1.0
811,418.7365253798846,2.0
812,427.10483553644485,3.0
813,441.05889824992664,4.0
814,406.4034794548527,5.0
815,392.27864111247055,6.0
816,356.2212165934163,1.0
817,353.41706668476604,2.0
818,367.346533895304,3.0
819,389.74312744354603,4.0
820,383.22400738313115,5.0
821,359.0931709181293,6.0
822,406.40314948619437,1.0
823,409.50984583166826,2.0
824,399.570824963007,3.0
825,415.92556067227486,4.0
826,379.4151787158027,5.0
827,415.85248693190186,6.0
828,418.6763381035556,1.0
829,432.30748425486837,2.0
830,389.9129824068633,3.0
831,410.5237537699557,4.0
832,418.2025135177012,5.0
833,399.1438699370748,6.0
834,414.70047785236073,1.0
835,390.64294438242575,2.0
836,412.16878239816225,3.0
837,414.23361288484693,4.0
838,400.3928122923895,5.0
839,396.61253482424235,6.0
840,425.62951209201657,1.0
841,432.75904639676435,2.0
842,453.5008500895069,3.0
843,452.93655209560654,4.0
844,437.63495193076506,5.0
845,410.3608555234185,6.0
846,368.23802993684467,1.0
847,336.69790448154646,2.0
848,388.5835373216607,3.0
849,361.151129914655,4.0
850,360.11774653695585,5.0
851,325.78987412670796,6.0
852,377.22492070513584,1.0
853,391.59846070526504,2.0
854,367.80346928879237,3.0
855,372.6846987639113,4.0
856,337.65804767662246,5.0
857,362.935454469312,6.0
858,376.59499169502567,1.0
859,387.18046982325814,2.0
860,376.04484783261796,3.0
861,394.7556964631583,4.0
862,386.2556872632729,5.0
863,382.4105806927788,6.0
864,421.7766114805181,1.0
865,400.3575346888196,2.0
866,424.9832012013974,3.0
867,405.47383106435666,4.0
