,average sentiment,exploration
0,0.8172516822814941,103.72510875310975
1,0.782798707485199,124.78508529140004
2,0.9638624787330627,122.61612646483084
3,0.9102303981781006,130.82222112362624
4,0.5022855997085571,106.51748531620788
5,0.2836807072162628,136.12050430340733
6,0.9119654297828674,122.61467702491268
7,0.755181074142456,112.82490811958037
8,0.6578018069267273,118.20049780715556
9,0.7818958759307861,115.02267887978294
10,0.21063277125358582,129.62027122364276
11,0.5004083514213562,118.09215769117081
12,0.4037993550300598,92.85122903316542
13,0.8654087781906128,131.815656349954
14,0.8132355809211731,131.58606600568834
15,0.7729133367538452,138.6624473763963
16,0.28086885809898376,128.83929917231706
17,0.8050284385681152,115.70658476107482
18,0.9362798929214478,126.92462967844442
19,0.10594885051250458,128.5512443385487
20,0.7840981483459473,126.15995300691002
21,0.6028438210487366,120.08659145187599
22,0.5105429887771606,114.42511520843445
23,0.9091128706932068,134.40441988807973
24,0.4200664460659027,113.3285503010965
25,0.4477027654647827,110.07984543902089
26,0.6727360486984253,133.16889415287795
27,0.25682225823402405,106.29172917804314
28,0.7275376319885254,118.75741128234765
29,0.7575234770774841,132.25910856142931
30,0.7013780474662781,111.92327608815978
31,0.7644071578979492,113.46428236826448
32,0.6776099801063538,104.93580091573786
33,0.46879369020462036,124.03235175846162
34,0.44450536370277405,129.12510548200677
35,0.7389085292816162,128.5785842000802
36,0.7365466356277466,117.86577197603098
37,0.2646506428718567,122.2433554078624
38,0.8762578368186951,116.02923046711435
39,0.39812925457954407,135.07857941078257
40,0.6691160798072815,140.39382061151167
41,0.3792128562927246,128.16300481652223
42,0.7937136292457581,105.87312839483305
43,0.53827965259552,135.1074385900364
44,0.9495784044265747,104.84871022953232
45,0.6447874903678894,112.23658226435373
46,0.30518293380737305,142.11093532221412
47,0.70648592710495,113.01559769223763
48,0.9489583969116211,119.83017469917691
49,0.4904174506664276,136.5663172200199
50,0.9099029302597046,107.4459598455172
51,0.3798433244228363,133.61571862708593
52,0.9725181460380554,127.26525534664161
53,0.4060431122779846,121.59535459944591
54,0.5162255167961121,125.13964484257022
55,0.6687718629837036,135.28111755162314
56,0.34944167733192444,114.88708224048419
57,0.4598158299922943,125.33917686318105
58,0.9517746567726135,123.23901579731512
59,0.3644164204597473,100.5017016267589
60,0.39337942004203796,122.85297254233103
61,0.8576083779335022,110.45546260186879
62,0.7738882303237915,136.59261049575161
63,0.03025570511817932,132.8911859300702
64,0.017481278628110886,123.35806635821321
65,0.7017582058906555,109.48910019417374
66,0.11831379681825638,109.98221826015394
67,0.6895102858543396,128.69972580188158
68,0.34922826290130615,133.83691383405113
69,0.6807116866111755,127.51963485075552
70,0.3335072696208954,107.1387809696948
71,0.39443299174308777,139.91696853594763
72,0.5262196063995361,94.31423311724585
73,0.7014898657798767,120.71862004138036
74,0.6329114437103271,133.15999813331683
75,0.24592100083827972,126.12702555546278
76,0.7229158878326416,88.20741329551025
77,0.9117253422737122,118.36481689304235
78,0.5429164171218872,124.0834481180799
79,0.8259226679801941,135.19753447067137
80,0.278694748878479,112.80966993636028
81,0.6283054351806641,116.02164931271702
82,0.9747779965400696,118.88417221841425
83,0.00422233110293746,104.4055076826334
84,0.9041242599487305,106.30208318564493
85,0.7828618288040161,120.39627512481786
86,0.1380048543214798,123.4434250967125
87,0.8301041722297668,112.2526752968029
88,0.7117026448249817,127.27880083699972
89,0.24422495067119598,131.12057546618956
